[2024-01-22 13:46:25,073] INFO: {
    "abs_dir": "/home/aiRobots/src/siMLPe/exps/baseline_amass",
    "amass_anno_dir": "/home/aiRobots/src/siMLPe/data/amass/",
    "batch_size": 256,
    "cos_lr_max": 0.0003,
    "cos_lr_min": 5e-08,
    "cos_lr_total_iters": 115000,
    "data_aug": true,
    "deriv_input": true,
    "deriv_output": true,
    "link_log_file": "/home/aiRobots/src/siMLPe/exps/baseline_amass/log/log_last.log",
    "link_val_log_file": "/home/aiRobots/src/siMLPe/exps/baseline_amass/log/val_last.log",
    "log_dir": "/home/aiRobots/src/siMLPe/exps/baseline_amass/log",
    "log_file": "/home/aiRobots/src/siMLPe/exps/baseline_amass/log/log_2024_01_22_13_45_43.log",
    "model_pth": null,
    "motion": {
        "amass_input_length": 50,
        "amass_input_length_dct": 50,
        "amass_target_length": 25,
        "amass_target_length_eval": 25,
        "amass_target_length_train": 25,
        "dim": 54,
        "pw3d_input_length": 50,
        "pw3d_target_length_eval": 25,
        "pw3d_target_length_train": 25
    },
    "motion_fc_in": {
        "activation": "relu",
        "in_features": 54,
        "init_w_trunc_normal": false,
        "out_features": 54,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_fc_out": {
        "activation": "relu",
        "in_features": 54,
        "init_w_trunc_normal": true,
        "out_features": 54,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_mlp": {
        "hidden_dim": 54,
        "norm_axis": "spatial",
        "num_layers": 48,
        "seq_len": 50,
        "spatial_fc_only": false,
        "with_normalization": true
    },
    "num_workers": 8,
    "post_dct": false,
    "pre_dct": false,
    "print_every": 100,
    "pw3d_anno_dir": "/home/aiRobots/src/siMLPe/data/3dpw/sequenceFiles/",
    "repo_name": "siMLPe",
    "root_dir": "/home/aiRobots/src/siMLPe",
    "save_every": 5000,
    "seed": 888,
    "shift_step": 5,
    "snapshot_dir": "/home/aiRobots/src/siMLPe/exps/baseline_amass/log/snapshot",
    "this_dir": "baseline_amass",
    "use_relative_loss": true,
    "val_log_file": "/home/aiRobots/src/siMLPe/exps/baseline_amass/log/val_2024_01_22_13_45_43.log",
    "weight_decay": 0.0001
}
[2024-01-22 13:46:28,073] INFO: Iter 100 Summary: 
[2024-01-22 13:46:28,074] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.1056568468362093
[2024-01-22 13:46:30,956] INFO: Iter 200 Summary: 
[2024-01-22 13:46:30,956] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0914660657197237
[2024-01-22 13:46:33,500] INFO: Iter 300 Summary: 
[2024-01-22 13:46:33,500] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07815426148474217
[2024-01-22 13:46:36,289] INFO: Iter 400 Summary: 
[2024-01-22 13:46:36,290] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07310734100639821
[2024-01-22 13:46:38,966] INFO: Iter 500 Summary: 
[2024-01-22 13:46:38,966] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07124167330563068
[2024-01-22 13:46:41,548] INFO: Iter 600 Summary: 
[2024-01-22 13:46:41,548] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0707253334671259
[2024-01-22 13:46:43,910] INFO: Iter 700 Summary: 
[2024-01-22 13:46:43,910] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06928369481116534
[2024-01-22 13:46:46,543] INFO: Iter 800 Summary: 
[2024-01-22 13:46:46,543] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06837234765291214
[2024-01-22 13:46:49,129] INFO: Iter 900 Summary: 
[2024-01-22 13:46:49,130] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06728430718183517
[2024-01-22 13:46:51,797] INFO: Iter 1000 Summary: 
[2024-01-22 13:46:51,797] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06674013230949641
[2024-01-22 13:46:54,375] INFO: Iter 1100 Summary: 
[2024-01-22 13:46:54,375] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06569624613970518
[2024-01-22 13:46:57,098] INFO: Iter 1200 Summary: 
[2024-01-22 13:46:57,098] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06480834230780602
[2024-01-22 13:47:00,014] INFO: Iter 1300 Summary: 
[2024-01-22 13:47:00,014] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06419035002589225
[2024-01-22 13:47:02,477] INFO: Iter 1400 Summary: 
[2024-01-22 13:47:02,477] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06383298553526401
[2024-01-22 13:47:05,166] INFO: Iter 1500 Summary: 
[2024-01-22 13:47:05,166] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06325074795633555
[2024-01-22 13:47:07,828] INFO: Iter 1600 Summary: 
[2024-01-22 13:47:07,829] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06286655358970165
[2024-01-22 13:47:10,335] INFO: Iter 1700 Summary: 
