[2024-01-23 07:50:54,936] INFO: {
    "abs_dir": "/home/aiRobots/src/siMLPe/exps/baseline_amass",
    "amass_anno_dir": "/home/aiRobots/src/siMLPe/data/amass/",
    "batch_size": 256,
    "cos_lr_max": 0.0003,
    "cos_lr_min": 5e-08,
    "cos_lr_total_iters": 115000,
    "data_aug": true,
    "deriv_input": true,
    "deriv_output": true,
    "link_log_file": "/home/aiRobots/src/siMLPe/exps/baseline_amass/log/log_last.log",
    "link_val_log_file": "/home/aiRobots/src/siMLPe/exps/baseline_amass/log/val_last.log",
    "log_dir": "/home/aiRobots/src/siMLPe/exps/baseline_amass/log",
    "log_file": "/home/aiRobots/src/siMLPe/exps/baseline_amass/log/log_2024_01_23_07_50_12.log",
    "model_pth": null,
    "motion": {
        "amass_input_length": 50,
        "amass_input_length_dct": 50,
        "amass_target_length": 25,
        "amass_target_length_eval": 25,
        "amass_target_length_train": 25,
        "dim": 54,
        "pw3d_input_length": 50,
        "pw3d_target_length_eval": 25,
        "pw3d_target_length_train": 25
    },
    "motion_fc_in": {
        "activation": "relu",
        "in_features": 54,
        "init_w_trunc_normal": false,
        "out_features": 54,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_fc_out": {
        "activation": "relu",
        "in_features": 54,
        "init_w_trunc_normal": true,
        "out_features": 54,
        "temporal_fc": false,
        "with_norm": false
    },
    "motion_mlp": {
        "hidden_dim": 54,
        "norm_axis": "spatial",
        "num_layers": 48,
        "seq_len": 50,
        "spatial_fc_only": false,
        "with_normalization": true
    },
    "num_workers": 8,
    "post_dct": false,
    "pre_dct": false,
    "print_every": 100,
    "pw3d_anno_dir": "/home/aiRobots/src/siMLPe/data/3dpw/sequenceFiles/",
    "repo_name": "siMLPe",
    "root_dir": "/home/aiRobots/src/siMLPe",
    "save_every": 5000,
    "seed": 888,
    "shift_step": 5,
    "snapshot_dir": "/home/aiRobots/src/siMLPe/exps/baseline_amass/log/snapshot",
    "this_dir": "baseline_amass",
    "use_relative_loss": true,
    "val_log_file": "/home/aiRobots/src/siMLPe/exps/baseline_amass/log/val_2024_01_23_07_50_12.log",
    "weight_decay": 0.0001
}
[2024-01-23 07:50:58,059] INFO: Iter 100 Summary: 
[2024-01-23 07:50:58,059] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.09866055086255074
[2024-01-23 07:51:00,875] INFO: Iter 200 Summary: 
[2024-01-23 07:51:00,876] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07970086477696896
[2024-01-23 07:51:03,592] INFO: Iter 300 Summary: 
[2024-01-23 07:51:03,592] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.07207509778439998
[2024-01-23 07:51:06,091] INFO: Iter 400 Summary: 
[2024-01-23 07:51:06,091] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06888341203331948
[2024-01-23 07:51:08,886] INFO: Iter 500 Summary: 
[2024-01-23 07:51:08,886] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06719265434890985
[2024-01-23 07:51:11,582] INFO: Iter 600 Summary: 
[2024-01-23 07:51:11,582] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06574191194027662
[2024-01-23 07:51:14,312] INFO: Iter 700 Summary: 
[2024-01-23 07:51:14,312] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06505372971296311
[2024-01-23 07:51:17,089] INFO: Iter 800 Summary: 
[2024-01-23 07:51:17,089] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06387996215373277
[2024-01-23 07:51:19,899] INFO: Iter 900 Summary: 
[2024-01-23 07:51:19,899] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0637226140126586
[2024-01-23 07:51:22,466] INFO: Iter 1000 Summary: 
[2024-01-23 07:51:22,466] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06281336572021246
[2024-01-23 07:51:25,101] INFO: Iter 1100 Summary: 
[2024-01-23 07:51:25,101] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.062083161622285846
[2024-01-23 07:51:27,738] INFO: Iter 1200 Summary: 
[2024-01-23 07:51:27,738] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0616617776080966
[2024-01-23 07:51:30,406] INFO: Iter 1300 Summary: 
[2024-01-23 07:51:30,406] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06138411946594715
[2024-01-23 07:51:32,876] INFO: Iter 1400 Summary: 
[2024-01-23 07:51:32,876] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06102396670728922
[2024-01-23 07:51:35,363] INFO: Iter 1500 Summary: 
[2024-01-23 07:51:35,363] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.06052622187882662
[2024-01-23 07:51:37,981] INFO: Iter 1600 Summary: 
[2024-01-23 07:51:37,981] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.060147434398531915
[2024-01-23 07:51:40,606] INFO: Iter 1700 Summary: 
